filename,DISORDER,core_All_Metals,core_Open_Metal_Sites,temperature_Celsius,time_h,Yield_Percent,metal_ele1,metal_os1,counterions1,metal_ele2,metal_os2,counterions2,metal_ele3,metal_os3,counterions3,metal_ele4,metal_os4,counterions4,metal_ele5,metal_os5,counterions5,solvent1,sol_molratio1,solvent2,sol_molratio2,solvent3,sol_molratio3,solvent4,sol_molratio4,solvent5,sol_molratio5,additive1,additive2,additive3,additive4,additive5,other1,other2,other3,other4,other5,other6,other7,other8
XIFLOP_clean,,Cd, ,180,120,62,Cd,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
XIFLUV_clean,DISORDER,Cd,Cd,180,120,53.6,Cd,2.0,NO3,,,,,,,,,,,,,702,0.237,962.0,0.763,,,,,,,14798.0,,,,,,,,,,,,
NOQKUB_clean,,Co, ,180,144,64,Co,2.0,Cl,,,,,,,,,,,,,962,0.977,174.0,0.023,,,,,,,,,,,,,,,,,,,
VUQLEZ_charged,,Eu, ,180,144,,Eu,3.0,O,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
ISUGIN_clean,,Gd, ,180,168,31,Gd,3.0,O,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
MALWUU_clean,,Cd, ,180,168,41,Cd,2.0,CO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
SAYKIO_clean,,U,U,180,168,56,U,3.0,NO3|O,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
WURNOO_clean,,Cu, ,180,312,40,Cu,2.0,Br,,,,,,,,,,,,,962,1.0,,,,,,,,,6417.0,,,,,,,,,,,,
UCOCUM_neutral,,Cu,Cu,200,16,25,Cu,2.0,NO3|unknown,,,,,,,,,,,,,962,1.0,,,,,,,,,60966.0,,,,,,,,,,,,
PENXUC_clean,,V,V,200,48,55,V,3.0,NH4|O,,,,,,,,,,,,,962,1.0,,,,,,,,,14917.0,,,,,,,,,,,,
HAWREE_clean,,Mn, ,200,72,33,Mn,2.0,CH3COO,,,,,,,,,,,,,6228,0.43,702.0,0.57,,,,,,,,,,,,,,,,,,,
AXOHIE_clean,,Cd, ,200,96,39,Cd,2.0,CH3COO,,,,,,,,,,,,,962,1.0,,,,,,,,,2723922.0,,,,,,,,,,,,
XUGWAZ_clean,,Dy, ,200,240,33,Dy,3.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
UTULUR_SL_part,,In, ,210,24,,In,3.0,,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
SAMXUC_clean,DISORDER,Sm, ,210,120,,Sm,3.0,O,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
TEQVOC_clean,DISORDER,"Ba,Zn","Ba,Zn",210,120,∼60,Ba,2.0,OH,Zn,2.0,acac,,,,,,,,,,962,1.0,,,,,,,,,14923.0,,,,,,,,,,,,
MAYJOM_clean,,In, ,220,72,,In,3.0,,,,,,,,,,,,,,962,1.0,,,,,,,,,14917.0,,,,,,,,,,,,
PUWXAH_clean,,Mn, ,220,72,52.8,Mn,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
CABQEB_clean,,Co, ,255,120,85,Co,2.0,acac,,,,,,,,,,,,,962,0.153,8028.0,0.847,,,,,,,,,,,,,,,,,,,
DACSAE_clean,DISORDER,Cu,Cu,80,12,44,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.537,887.0,0.34,962.0,0.122,,,,,313.0,,,,,,,,,,,,
DEJCEB_clean,,Zn,Zn,85,12,,Zn,2.0,NO3,,,,,,,,,,,,,6228,,702.0,,1049.0,,,,,,,,,,,,,,,,,,
FUTTIZ_clean,,Zn,Zn,85,16,,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.993,962.0,0.007,,,,,,,,,,,,,,,,,,,
EHUSUX_clean,DISORDER,Cu,Cu,90,16,80,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.737,962.0,0.263,,,,,,,313.0,,,,,,,,,,,,
APUPEH_clean,,Cu,Cu,65,24,35,Cu,2.0,NO3,,,,,,,,,,,,,12051,0.232,887.0,0.633,949.0,0.135,,,,,,,,,,,,,,,,,
FUWQIZ_clean,DISORDER,Cu,Cu,80,24,68,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.412,962.0,0.588,,,,,,,313.0,,,,,,,,,,,,
HUNCIE_clean,DISORDER,Cu,Cu,80,24,,Cu,2.0,NO3,,,,,,,,,,,,,31374,0.565,962.0,0.435,,,,,,,944.0,,,,,,,,,,,,
AJINOY_clean,,Cu,Cu,85,24,46,Cu,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
EBAMUS_clean,,Cu,Cu,85,24,,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.19,962.0,0.81,,,,,,,,,,,,,,,,,,,
FATQID_clean,,Cu,Cu,85,24,,Cu,2.0,SO4,,,,,,,,,,,,,6228,1.0,,,,,,,,,944.0,,,,,,,,,,,,
NAWXER_clean,,Zn,Zn,85,24,,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.601,702.0,0.399,,,,,,,944.0,,,,,,,,,,,,
GAHWIX_clean,,Zn,Zn,95,24,83,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
LUPYAX_clean,,Zn,Zn,100,24,,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
OVUVIL_clean,DISORDER,Zn,Zn,110,24,,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
CAGSAG_clean,,Zn,Zn,120,24,80,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
GUCHUJ_clean,,Cu,Cu,150,24,66,Cu,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
KIDVIE_clean,,La,La,160,24,64,La,3.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
QAKFIU_clean,,Zn,Zn,80,36,54,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.19,962.0,0.81,,,,,,,944.0,,,,,,,,,,,,
HAWZIQ_clean,DISORDER,"Mo,La",La,100,36,,Mo,4.0,,La,3.0,Cl,,,,,,,,,,962,1.0,,,,,,,,,14797.0,,,,,,,,,,,,
FIJCUX01_clean,,Zn,Zn,100,40,72,Zn,2.0,NO3,,,,,,,,,,,,,12051,1.0,,,,,,,,,,,,,,,,,,,,,
KIJRUS_clean,,Cu,Cu,60,48,,Cu,2.0,Cl,,,,,,,,,,,,,6228,0.539,962.0,0.461,,,,,,,313.0,,,,,,,,,,,,
MOYYEF_clean,,Cu,Cu,60,48,80,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.152,702.0,0.201,962.0,0.648,,,,,,,,,,,,,,,,,
BIDPOV_clean,,Cu,Cu,65,48,,Cu,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,944.0,,,,,,,,,,,,
FAGREM_clean,,Zn,Zn,65,48,,Zn,2.0,NO3,,,,,,,,,,,,,12051,0.157,962.0,0.644,702.0,0.2,,,,,,,,,,,,,,,,,
ONIXOZ_clean,,Cu,Cu,65,48,69,Cu,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,28118.0,,,,,,,,,,,,
WARXUL_clean,DISORDER,Cu,Cu,65,48,72,Cu,2.0,Cl,,,,,,,,,,,,,6228,0.539,962.0,0.461,,,,,,,944.0,,,,,,,,,,,,
LUSYEF_clean,,Cu,Cu,70,48,75,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.483,962.0,0.517,,,,,,,944.0,,,,,,,,,,,,
PELRIJ_clean,,Cu,Cu,70,48,,Cu,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,944.0,,,,,,,,,,,,
VIXPUP_clean,DISORDER,Cu,Cu,75,48,∼70,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.182,702.0,0.194,962.0,0.624,,,,,944.0,,,,,,,,,,,,
FIHHOV_clean,DISORDER,Zn,Zn,80,48,10,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.601,702.0,0.399,,,,,,,944.0,,,,,,,,,,,,
MUKQUG_clean,DISORDER,Cu,Cu,80,48,,Cu,2.0,NO3|H2O,,,,,,,,,,,,,6228,0.343,962.0,0.488,6342.0,0.169,,,,,313.0,,,,,,,,,,,,
NUBPIL_clean,,Cu,Cu,80,48,67,Cu,2.0,Cl,,,,,,,,,,,,,6228,0.796,962.0,0.204,,,,,,,313.0,,,,,,,,,,,,
PEZCII_clean,,La,La,80,48,63,La,3.0,NO3,,,,,,,,,,,,,6228,0.277,887.0,0.526,962.0,0.197,,,,,,,,,,,,,,,,,
UXOHOG_clean,DISORDER,Cu,Cu,80,48,,Cu,2.0,Cl,,,,,,,,,,,,,31374,0.294,887.0,0.403,962.0,0.302,,,,,,,,,,,,,,,,,
JAJZAY_clean,DISORDER,Zn,Zn,85,48,63,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.858,6342.0,0.142,,,,,,,,,,,,,,,,,,,
NORPIV_clean,DISORDER,Zn,Zn,90,48,,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.483,962.0,0.517,,,,,,,944.0,,,,,,,,,,,,
VAGTAB_clean,DISORDER,Zn,Zn,90,48,36,Zn,2.0,NO3,,,,,,,,,,,,,962,0.588,6228.0,0.412,,,,,,,,,,,,,,,,,,,
IGINIX_clean,,Zn,Zn,100,48,95,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
IZEWAN_clean,,Zn,Zn,100,48,∼70,Zn,2.0,OAc,,,,,,,,,,,,,31275,0.459,962.0,0.541,,,,,,,,,,,,,,,,,,,
MUVLUM_clean,,Zn,Zn,100,48,,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,28118.0,,,,,,,,,,,,
MAQRAA_clean,,Cu,Cu,110,48,37,Cu,2.0,Cl,,,,,,,,,,,,,31374,1.0,,,,,,,,,,,,,,,,,,,,,
MUZHUL_charged,,Zn,Zn,110,48,78,Zn,2.0,Cl,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
CIQQIE_clean,DISORDER,La,La,120,48,62,La,3.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,243.0,,,,,,,,,,,,
LUMZEA_clean,,Cu,Cu,120,50,,Cu,2.0,OAc,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
HOXSIY_clean,,Zn,Zn,100,60,,Zn,2.0,NO3,,,,,,,,,,,,,31374,0.226,962.0,0.774,,,,,,,,,,,,,,,,,,,
DITTEH_clean,,Zn,Zn,110,60,,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
GEGDED_clean,,Cu,Cu,60,72,,Cu,2.0,Br,,,,,,,,,,,,,962,0.201,6228.0,0.799,,,,,,,28118.0,,,,,,,,,,,,
LOFJAT_clean,DISORDER,Cu,Cu,60,72,,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.678,962.0,0.322,,,,,,,944.0,,,,,,,,,,,,
MOKVOZ_clean,DISORDER,Cu,Cu,60,72,,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.483,962.0,0.517,,,,,,,313.0,,,,,,,,,,,,
ODUNEH_clean,,Zn,Zn,60,72,65,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.694,702.0,0.306,,,,,,,7912.0,,,,,,,,,,,,
DICKEH_clean,,Cu,Cu,65,72,73,Cu,2.0,Cl,,,,,,,,,,,,,6228,0.824,962.0,0.176,,,,,,,28118.0,,,,,,,,,,,,
SITFUY_clean,DISORDER,Cu,Cu,65,72,73,Cu,2.0,Cl,,,,,,,,,,,,,6228,0.43,702.0,0.57,,,,,,,,,,,,,,,,,,,
OGOJAX_clean,DISORDER,Cu,Cu,70,72,,Cu,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,944.0,,,,,,,,,,,,
HULCOI_clean,,Cu,Cu,75,72,20,Cu,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,944.0,,,,,,,,,,,,
IZEBAR_clean,,Tb,Tb,80,72,,Tb,3.0,NO3,,,,,,,,,,,,,6228,0.751,702.0,0.249,,,,,,,,,,,,,,,,,,,
LADHEF_clean,,Zn,Zn,80,72,62,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.091,962.0,0.909,,,,,,,10340.0,,,,,,,,,,,,
ODEZAB_clean,,Cu,Cu,80,72,,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.583,962.0,0.417,,,,,,,313.0,,,,,,,,,,,,
PORVID_clean,,Cu,Cu,80,72,,Cu,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,944.0,1176.0,,,,,,,,,,,
AVEQID_clean,,Zn,Zn,85,72,,Zn,2.0,NO3,,,,,,,,,,,,,31374,0.405,962.0,0.595,,,,,,,944.0,,,,,,,,,,,,
MAYKOO_clean,,Cu,Cu,85,72,90,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.436,31275.0,0.099,962.0,0.465,,,,,313.0,,,,,,,,,,,,
FABGOG_clean,,Cu,Cu,90,72,11,Cu,2.0,SO4,,,,,,,,,,,,,887,0.262,962.0,0.738,,,,,,,,,,,,,,,,,,,
HAFSOZ_clean,,Zn,Zn,95,72,,Zn,2.0,NO3,,,,,,,,,,,,,31374,0.163,962.0,0.837,,,,,,,,,,,,,,,,,,,
HUCSEF_clean,DISORDER,Cu,Cu,100,72,,Cu,2.0,NO3,,,,,,,,,,,,,31374,0.369,962.0,0.631,,,,,,,944.0,,,,,,,,,,,,
KIDDOS_clean,,Zn,Zn,100,72,,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
WIKGII_clean,DISORDER,Zn,Zn,100,72,,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
PAQMAY_clean,DISORDER,Tb,Tb,105,72,,Tb,3.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,944.0,,,,,,,,,,,,
HOFSUS_clean,,Zn,Zn,110,72,45,Zn,2.0,NO3,,,,,,,,,,,,,31374,0.28,962.0,0.72,,,,,,,,,,,,,,,,,,,
INEPEY_clean,DISORDER,Zn,Zn,110,72,,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
LUZJAT_clean,,Zn,Zn,110,72,,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,944.0,,,,,,,,,,,,
BADXAI_clean,DISORDER,Tb,Tb,120,72,89,Tb,3.0,NO3,,,,,,,,,,,,,962,0.852,6342.0,0.148,,,,,,,,,,,,,,,,,,,
GAWJEV_clean,,Zn,Zn,120,72,64,Zn,2.0,NO3,,,,,,,,,,,,,962,0.866,702.0,0.134,,,,,,,,,,,,,,,,,,,
KUZZAI_clean,,Zn,Zn,120,72,60,Zn,2.0,NO3,,,,,,,,,,,,,31374,0.389,31254.0,0.611,,,,,,,28118.0,,,,,,,,,,,,
NIYZIG_clean,,Zn,Zn,120,72,68,Zn,2.0,NO3,,,,,,,,,,,,,12051,0.091,702.0,0.348,962.0,0.561,,,,,,,,,,,,,,,,,
NUMPAO_clean,DISORDER,Zn,Zn,130,72,57,Zn,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
QUQHEQ_clean,DISORDER,Zn,Zn,130,72,,Zn,2.0,CO3,,,,,,,,,,,,,962,0.815,887.0,0.185,,,,,,,,,,,,,,,,,,,
HAMLIT_clean,,Zn,Zn,135,72,52.9,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.652,962.0,0.348,,,,,,,944.0,,,,,,,,,,,,
INASAT_clean,DISORDER,Zn,Zn,135,72,56.3,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.652,962.0,0.348,,,,,,,944.0,,,,,,,,,,,,
DEMLAJ_clean,DISORDER,Cu,Cu,140,72,,Cu,1.0,NO3,,,,,,,,,,,,,6342,1.0,,,,,,,,,,,,,,,,,,,,,
FIMXUW_clean,,La,La,140,72,30,La,3.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
FUYYAA_clean,,"Cu,Nd",Cu,140,72,45,Cu,2.0,ClO4,Nd,3.0,O,,,,,,,,,,702,0.058,962.0,0.942,,,,,,,,,,,,,,,,,,,
GAWLIB_clean,,Tb,Tb,150,72,,Tb,3.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
KIVSUF_clean,DISORDER,Cu,Cu,150,72,33,Cu,2.0,SO4,,,,,,,,,,,,,962,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
NIRDOI_clean,DISORDER,Zn,Zn,150,72,76.2,Zn,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
NUCREJ_clean,,Zn,Zn,160,72,,Zn,2.0,CH3COO,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
PEKZIP_clean,,Cu,Cu,180,72,,Cu,1.0,ClO4|Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
BUPDOH_clean,DISORDER,Cu,Cu,80,96,63,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.599,702.0,0.265,962.0,0.137,,,,,313.0,,,,,,,,,,,,
ERULEK_clean,,Zn,Zn,80,96,40,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
GUHMIH_clean,,Cu,Cu,120,96,,Cu,2.0,SO4,,,,,,,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
GIDKOU_clean,,Zn,Zn,140,96,31,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
ERIWAF_clean,,Cu,Cu,80,108,40,Cu,2.0,Cl,,,,,,,,,,,,,6228,0.223,887.0,0.141,962.0,0.636,,,,,313.0,,,,,,,,,,,,
QUTDAM_clean,DISORDER,Cu,Cu,85,120,,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.263,702.0,0.174,962.0,0.562,,,,,313.0,,,,,,,,,,,,
EXECAN_clean,DISORDER,Zn,Zn,100,120,75.6,Zn,2.0,Ac,,,,,,,,,,,,,31374,0.493,962.0,0.507,,,,,,,944.0,,,,,,,,,,,,
HUVHIR_clean,,Zn,Zn,110,120,26,Zn,2.0,CH3COO,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
FOJLOH_clean,,Zn,Zn,115,120,,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.498,962.0,0.502,,,,,,,,,,,,,,,,,,,
HAMJOW_clean,,Zn,Zn,120,120,36,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
MAZSOX_clean,DISORDER,Zn,Zn,120,120,70,Zn,2.0,NO3,,,,,,,,,,,,,887,0.432,31374.0,0.568,,,,,,,9261.0,,,,,,,,,,,,
DEPXAY_clean,,Zn,Zn,140,120,70,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.19,962.0,0.81,,,,,,,,,,,,,,,,,,,
LACJAC_clean,,Zn,Zn,140,120,65,Zn,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
CADPII_clean,,Zn,Zn,170,120,,Zn,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
ETAXIH_clean,,Zn,Zn,180,120,∼54,Zn,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
KOYRAT_charged,,"Ru,Zn",Zn,100,144,36,Ru,3.0,Cl|bpy,Zn,2.0,NO3,,,,,,,,,,6228,1.0,,,,,,,,,176.0,,,,,,,,,,,,
MIZKOW_clean,,"Cu,La",Cu,170,168,39,Cu,1.0,Cl,La,3.0,C2O4,,,,,,,,,,962,1.0,,,,,,,,,176.0,,,,,,,,,,,,
NOSJIQ_charged,,"Dy,Cu",Cu,170,168,32.22,Dy,3.0,O,Cu,1.0,OAc,,,,,,,,,,962,1.0,,,,,,,,,313.0,284.0,,,,,,,,,,,
DACSEI_clean,DISORDER,Cu,Cu,80,36,44,Cu,2.0,Cl,,,,,,,,,,,,,6228,0.537,887.0,0.34,962.0,0.122,,,,,313.0,,,,,,,,,,,,
EHUTAE_clean,DISORDER,Cu,Cu,85,48,85,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.621,962.0,0.379,,,,,,,313.0,,,,,,,,,,,,
EKEMEO_clean,DISORDER,Cu,Cu,90,120,,Cu,2.0,Cl,,,,,,,,,,,,,6228,0.579,702.0,0.256,962.0,0.165,,,,,313.0,,,,,,,,,,,,
GEYFIB_clean,DISORDER,Cu,Cu,65,48,77,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.379,702.0,0.299,962.0,0.321,,,,,944.0,,,,,,,,,,,,
KELJAN_clean,DISORDER,Cu,Cu,200,48,90,Cu,2.0,SO4,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
KOJZOZ_clean,DISORDER,Cu,Cu,85,20,76,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.673,702.0,0.297,1049.0,0.03,,,,,,,,,,,,,,,,,
KUKQAK_clean,DISORDER,Cu,Cu,120,72,65,Cu,2.0,Cl,,,,,,,,,,,,,962,0.716,887.0,0.159,6342.0,0.124,,,,,,,,,,,,,,,,,
PEJMUO_clean,DISORDER,Cu,Cu,105,24,68,Cu,2.0,NO3,,,,,,,,,,,,,962,0.742,6342.0,0.258,,,,,,,944.0,700.0,,,,,,,,,,,
RAHNUL_clean,DISORDER,Cu,Cu,85,18,80,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.442,679.0,0.482,962.0,0.076,,,,,313.0,,,,,,,,,,,,
RAHPAT_clean,DISORDER,Cu,Cu,85,18,87,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.539,962.0,0.461,,,,,,,313.0,,,,,,,,,,,,
RUFZOJ_clean,DISORDER,Cu,Cu,60,72,45,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.139,962.0,0.596,887.0,0.265,,,,,,,,,,,,,,,,,
SUNLAP_clean,DISORDER,Cu,Cu,80,336,42,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.412,962.0,0.588,,,,,,,222.0,,,,,,,,,,,,
WANHEB_clean,DISORDER,Cu,Cu,90,72,,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.537,887.0,0.34,962.0,0.122,,,,,313.0,,,,,,,,,,,,
WANHUR_clean,DISORDER,Cu,Cu,90,72,85,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.537,887.0,0.34,962.0,0.122,,,,,313.0,,,,,,,,,,,,
ZOJWAY_clean,DISORDER,Cu,Cu,60,4,65,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.584,962.0,0.416,,,,,,,28118.0,,,,,,,,,,,,
ADASEF_clean,,Cu,Cu,75,40,,Cu,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
AVUDAX_clean,,Cu,Cu,25,672,44,Cu,2.0,Cl,,,,,,,,,,,,,887,0.64,962.0,0.36,,,,,,,,,,,,,,,,,,,
BAHGUN02_clean,,Cu,Cu,180,72,65,Cu,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
BEXVEH_clean,,Cu,Cu,80,48,52,Cu,2.0,NO3,,,,,,,,,,,,,31374,0.163,962.0,0.837,,,,,,,944.0,,,,,,,,,,,,
BOWNUY_clean,,Cu,Cu,85,48,,Cu,2.0,CH3COO,,,,,,,,,,,,,6228,1.0,,,,,,,,,944.0,,,,,,,,,,,,
BUQWER_clean,,Cu,Cu,25,336,40,Cu,2.0,Cl,,,,,,,,,,,,,6228,1.0,,,,,,,,,313.0,,,,,,,,,,,,
CUGVUX_clean,,Cu,Cu,120,96,23,Cu,1.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
DANROC_clean,,Cu,Cu,25,168,,Cu,2.0,H2O|ClO4,,,,,,,,,,,,,6228,0.19,962.0,0.81,,,,,,,8471.0,,,,,,,,,,,,
DARBUU_clean,,Cu,Cu,120,72,75,Cu,1.0,CN,,,,,,,,,,,,,8028,1.0,,,,,,,,,,,,,,,,,,,,,
DEJCIF_clean,,Cu,Cu,85,12,,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.43,702.0,0.57,,,,,,,,,,,,,,,,,,,
DITYEM_clean,,Cu,Cu,160,72,,Cu,1.0,CN,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
EBATUZ_clean,,Cu,Cu,85,24,76,Cu,2.0,I,,,,,,,,,,,,,6228,1.0,,,,,,,,,28118.0,,,,,,,,,,,,
EBAVAH_auto,,Cu,Cu,85,24,65,Cu,2.0,I,,,,,,,,,,,,,6228,1.0,,,,,,,,,28118.0,,,,,,,,,,,,
EJOQUR_clean,,Cu,Cu,85,16,52,Cu,2.0,Cl,,,,,,,,,,,,,6228,0.072,962.0,0.928,,,,,,,,,,,,,,,,,,,
ENESOH_clean,,Cu,Cu,85,96,34,Cu,2.0,Cl,,,,,,,,,,,,,962,0.692,887.0,0.308,,,,,,,,,,,,,,,,,,,
EPOTAF_clean,,Cu,Cu,80,24,47,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.394,31275.0,0.357,887.0,0.249,,,,,313.0,,,,,,,,,,,,
EXOZIB_clean,,Cu,Cu,25,504,24,Cu,2.0,NO3,,,,,,,,,,,,,962,0.308,887.0,0.692,,,,,,,10942334.0,,,,,,,,,,,,
FECXES_clean,,Cu,Cu,100,72,62,Cu,2.0,NO3,,,,,,,,,,,,,962,0.866,702.0,0.134,,,,,,,944.0,,,,,,,,,,,,
GAWMAU_clean,,Cu,Cu,25,168,78.2,Cu,1.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,3301.0,,,,,,,,,,,,
GEWXAJ_clean,,Cu,Cu,120,72,60,Cu,2.0,SO4,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
GIXMUX_clean,,Cu,Cu,100,24,86,Cu,2.0,OAc,,,,,,,,,,,,,962,0.692,887.0,0.308,,,,,,,,,,,,,,,,,,,
GUJREK_clean,,Cu,Cu,140,5,72,Cu,2.0,Cl,,,,,,,,,,,,,962,0.742,6342.0,0.258,,,,,,,,,,,,,,,,,,,
HAWZEM_clean,,Cu,Cu,120,120,,Cu,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
IDAGEA_charged,,Cu,Cu,25,252,70,Cu,2.0,NO3,,,,,,,,,,,,,962,0.866,702.0,0.134,,,,,,,14798.0,,,,,,,,,,,,
JUTCIM_clean,,Cu,Cu,85,24,76,Cu,2.0,NO3,,,,,,,,,,,,,31374,0.308,702.0,0.164,962.0,0.528,,,,,174.0,,,,,,,,,,,,
KADLOT_clean,,Cu,Cu,85,48,,Cu,2.0,I,,,,,,,,,,,,,6228,0.669,6342.0,0.331,,,,,,,,,,,,,,,,,,,
